24.3876,11.8694,13.2397
12.3465,6.1495,6.8629
8.4843,4.2592,4.7492
6.4401,3.1891,3.5620
5.1276,2.5524,2.8524
4.2585,2.1338,2.3795
5.3809,3.4285,4.3163
5.1703,3.0310,3.9986
5.6513,2.6445,3.4414
5.4542,2.4699,3.1396
4.9890,2.2548,2.8634
4.6432,2.0748,2.6310
4.7718,2.1712,2.8337
5.0054,2.2477,2.7492
4.7711,2.3543,3.5231
4.7887,2.3704,3.5886
4.8747,2.1450,3.4554
4.7932,2.1639,3.4208
4.8703,2.1290,3.4054
4.6693,2.1169,3.3411
